@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-L1-weka.filters.unsupervised.attribute.Remove-R3,4'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_c {IND,GRP,OTH}

@data
55902,'good shit kaepernick great model young kids play football stand believe',IND
36286,'holy shit better drinking milk eating else',IND
59228,'dead mass shooting fifth third bank building downtown cincinnati deep state fake news crisis actor alert gun control bullshit f feinstein obama via',OTH
18083,'loved hate mr bobby brown show guy really screwed kids back day please let go hws drama favorite amp jerry maybe show andy',IND
37239,'u never talk shut',IND
43876,'bullshit daughters watched tennis match sarrena got deserved big williams fans one game',OTH
86455,'know look outside box like rush limbaugh lost shit remind head funny',IND
36163,'nigga tweeting shower hope siri drown',IND
87251,'explains leftists also shadowbanned',GRP
82983,'vulgar antifa creep trying look like woman help',IND
49584,'worst expect consider personally gain confirmation',IND
62496,'aww busy monster',IND
13664,'mounties come get dirty pervert internet pounds heavier get point',OTH
56888,'typed think everyone like read means question referring reader case reader effect',IND
14929,'antifa displays hate disagree hypocritical',IND
38700,'fantastic alamo sacred us blight history time better left erased',IND
93446,'local fox station national fox news broadcast follow anyone outside liberal bubble would know vast majority conservatives outraged',OTH
32384,'quiet shedevil',IND
74011,'unsealthedeals congress sexual assault slushfunds pls maga bc wethepeople want know hypocrisy doublestandarddems sickening declassifyfisa declassifyrelease sunredacted amp declassifypowsdocuments yr darktolight',GRP
15834,'pointing umpire calling thief berating walking fast toward official calling f ing moron think clear needs help man perhaps',IND
66125,'thanks joe sanity forsaken looong time ago hahaha',GRP
85703,'lot pedophiles catholic church',OTH
24170,'liberals wonder want transgenders bathrooms',GRP
13336,'maybe cause hateful buttmunch reap sew',IND
66754,'foolish idiots whatever sabotage liberals acting completely immoral respect millions legal voters voted letsgovern',GRP
58037,'going system cameto know criminal illegal reputed easy job rather simple illegal person',IND
46191,'make best country though nothing special throw make butt hurt',GRP
61771,'alec puppet move string back works mouth nothing',IND
35566,'holder ethically challenged ag ever total disgrace office',IND
32539,fool,IND
15402,'definitely strange thats sure shes professor alt left university folks kooky trump maga',GRP
99284,'quite obvious morons star totally unaware canada already extremely tight gun control laws way criminals never never adhere special kind stupid believe banning',GRP
74638,'beto clown supports kneeling nfl thugs',IND
83961,'fbi would proper authority administer polygraph despite corruption top organization',OTH
96437,'see liberals decide politicize tragedy despite cincy tight gun control',GRP
78806,'cant like legit watching ever move rehab',IND
78650,'funny even woman brought roe vs wade scotus regretted later one thing medical emergency required abortion though rare amp another liberals celebrating killing unborn children amp pretending health care',GRP
38005,'literally white nationalist radicals enemies state lucky hunted federal agents like terrorists citizenry act state place soon enough acta non verba theresistance resisttrump antifa',IND
89246,'u fuck already',IND
81583,'unfit office mentally deranged unstable',IND
20722,'santa clarita netflix funny fuck',IND
93858,'trumpwashing us liberals historical amnesia real definition trump derangement syndrome',IND
41668,'brain still somewhere lost matrix liberals plain delusional matter',IND
33032,'american terrorists need strict punishment lawless thugs stop powdering antifa ass backtheblue gettough',GRP
75614,'sanchez sucks killing team imo',IND
61195,'help mental illness good grief liberals seriously disturbed',GRP
59621,'husband loosing fat crooked fake throwing paper towels lost grip reality know help needs lots help',IND
55287,'surprising conservatives increasingly want take ultimate power life death away government',GRP
55865,'liberals cry complain',GRP
87407,'antifa domestic terrorist group',GRP
60753,'murderer whole department ashamed cover shame dallas pd nothing noble respectable department handling situation aiding criminal showing dont care citizens dallas',IND
53105,'hospital personnel shot dead wisconsin gauge winchester pump action shotgun nra blames gun control laws',OTH
90703,'send piece tower nice could great britain say build wall tower time time hillary clinton nonpresidential suite hahahahaha',OTH
47545,'yes thats need bring gun control even better shoot foot real well im going harass school shooting survivor ass',IND
48712,'shame damned unattractive',IND
20801,'wrong white guys proud caucasian amp colombian american woman happen like white men represent especiallysen kennedy soooo done identity politics liberals',GRP
64378,'needs fade sunset quickly music sucks one cares political views unfortunately ignorant realize concert went political diatribe completely ruined completely',IND
19594,'safe anyway liar never get bottom liar',IND
31639,'according student spoke condition anonymity furniture johnson hall replaced even shittier couches seuday',IND
82746,'colin cowherd clown think going make point spews garbage way look goff trubisky say goff higher ceiling maybe higher floor bc yr mcvays offense',IND
70158,'beto whomever move support immigrantsilegals home',GRP
98967,'rotten character call spanish mal character',IND
41348,'acknowledging existence time block give us break nobody use funny comedian gave away power hate lost almost everything',IND
21552,'fuck alan sorry',IND
34523,'bullshit live nh daughter goes school cali considered non resident clearly move fraud citizens nh',OTH
99381,'yesterday fakenews trying make comeback desperation obstruction nothing liberals amp democrats cares happened minor high school victim another metoo sexual misconduct baiter switcher',IND
61717,'conservatives think neocon infiltration successfully corrupted nearly destroyed conservatism brainwashing decades accept anything free trade label good anything protectionist attached bad',IND
27816,'know shameless muslim socialist still arrogant believes thst thinks good politician tell many stupid american voters per gruber gullible',IND
73496,'cnn go flames rest liberals far clueless change',GRP
10303,'lame outside cage killer cage',IND
58168,'bill lgbt sex workers bill sex workers general harris good record attested lgbt orgs mean playing game could argue bernie votes gun control impacted lives black people chicago negatively',IND
51584,'timely responses rap beef lmaoooooo nas took three months respond jay bodied em always takes month get timely response shit',IND
83318,'henny outside u ya pussy ass sister wanna talk',IND
