@relation 'training-set-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3-L1-weka.filters.unsupervised.attribute.Remove-R3,5'

@attribute id numeric
@attribute cleaned_tweets string
@attribute subtask_b {UNT,TIN}

@data
99573,'qualified politician voted anyone believe failing democratic party thier agenda discredit successful president economy also idiot gave iran millions support terrorist',TIN
59651,'actually got gun control gun grabbers dancing graves immediarely using political fodder accusing nra instead removing sheriff amp runcie got paid obama promise program arrest kids b c racist',TIN
69903,'exactly ass gets lmaoo',TIN
33627,'true idiot really scary people vote dc november',TIN
72629,'crush beto make look like idiot',TIN
47565,fuck,UNT
65291,'boatload crap',TIN
28371,'ever seen antifa burning college campuses trashing time conservative comes speak educate please',TIN
28503,'guys like fat yokels',TIN
98765,'see shocking vigilante style justice like liberals courts control swamp creatures dc beware start serving u citizens st lot fed americans across great country',TIN
14917,shit,UNT
33117,'god damn fucking valid',TIN
64869,'love plan comes together maga nexit',UNT
44418,'big deal hatch embarrassed oh yeah senile find bathroom',TIN
68016,'elected president doesnt mean earned start serving people country means shall well desrerved serve thos hiding pocket give break keep commander',TIN
78033,'nigga keep tryna play sides lol',TIN
97232,'courageous intelligent woman knows crap people say standing evil powerful ruthless men stop nothing destroy testimony',UNT
39720,'happy stbirthday savage songs broken world time lst yr dropped door damn shit little know ride going take us fans thank masterpiece garynuman savage album',TIN
57036,'smh nigga dat shit gone take us far u tweaked',TIN
34899,'trump fucking asshole think otherwise idiot friends pr hurt one needs get educated educate everyday talk everyday stfu',TIN
72677,'forget called con man kkk supporter actually voted sum truly unqualified florida',TIN
88488,'wow cute',UNT
52878,'wth dude seriously going critique take sorry liberal self antifa protest',TIN
53804,'chicago nearly years crooked democrat leadership amp strictest gun control nation dopey durbin attempts lay blame feet republicans make mistake democrats youbuiltthis chicagodeathtoll',TIN
56815,'scare americans ur fake democratic platform mainly ur corrupt gop ethics problem gop ok supporting pedofiles treason amp voter suppression dems actually want improved health care sensible gun control amp help little guy',TIN
75967,'excuse got hurricane expecting tract houses lean expecting honorable people liketrump corruption continue vote wake flushing swamp need flush swamp',TIN
84594,'constituents support craven need vote',TIN
20512,'could even begin respond since speak full sentences words limited',TIN
77799,'poor comparison jay z literally said fucked nas baby mom left condom daughters baby seat cardi nicki fighting',TIN
36791,'kidding one paper towel throwing stunt seen around world looked ridiculous clown yet nation scorned epic fail rescue mission puerto rico',TIN
65780,'good one seems sexist',TIN
97772,'disgrace defending wrong doings anc umdala kangaka yhuuu',TIN
66785,'ms fords made maga mistake escape truth going useless lie stop us confirmjudgekavanaugh mondaymotivaton maga wwg wga walkaway walkawayfromdemocrats',TIN
52875,'put claim ambulance chaser anyway anything shyster fool bigger',TIN
97052,'omg fuck lives sis',TIN
65913,'dnc corruption',TIN
50752,'face consequences',TIN
67265,'considered hate speech liberals republican said democrats msm would raising kinds hell hypocrisy expected',TIN
65440,'nicki even know dreamdoll whole bully',TIN
92636,'also thinks success nothing gun control kids murdered schools people need possess guns',TIN
94184,'right sorry little man',TIN
21570,'guess know talking proud boy talkin antifa pro antifa',TIN
41827,'lives chicago thinks gun control works',TIN
38231,'thanks vince fucker need hold chance clients miss',TIN
65296,'time vote spit eye liberals',TIN
44584,'support better question hell would believe someone liberals lying shit california professor recently attacked man lock sock many women faked attacks sense election',TIN
59992,'hopefully get shot repug inaction gun control',TIN
52812,'gross disgusting revealing response care daughter came home said thought going die someone tried rape one sick person condone participate one minute america',TIN
12260,'shit lmaaaaoooo making sure',UNT
70193,'convenient democrats must destroy man front wife children sake power power allows weaponize fbi cia nsa irs used conservatives',TIN
80324,'literally told thought fake nice bitch',TIN
19289,'complete idiot',TIN
83339,'stinking media says antifa code pink black radicals every one ever saw racist white democrat blame violence blacks bad stuff',TIN
39623,'beeto drunk drivers leave scene accident vote sewed maga txsen',UNT
43465,'worst speaker ever',TIN
61240,'jr nothing waste time human waste',TIN
64917,'album boring way ass took forever make even close djsjsjjs could',TIN
50431,'probably millionaire get paid money slander ruin someones name go away want get sued slander libel democrat party pays lot money get people make false accusations conservatives',TIN
82989,'climate change myth gun control unconstitutional gestapo stupid thing say upholding laws books since dumbasses',TIN
31996,'entire faction dedicated idea school shootings faked try get gun control laws passed',TIN
70111,'think antifa stands fascists decent people look history flabby bigots run tails legs like always',TIN
85036,'yeah antifa nothing violent thugs assault anyone everything',TIN
93610,'players stand counted like soccer players',TIN
47866,'mad pos crap except divide country',TIN
39441,'tf white devil jersey shore bitch',TIN
59102,'hope shows plug bullet hole people getting fed mommy warriors bad things going happen antifa soon reigned',TIN
78443,'pats tears gosh dammit sniffs sighs baby sniffs deserve precious',UNT
90594,'post conservatives declaring ford liar without evidence',TIN
19237,'hardly problem antifa hundreds showed riot destroy',TIN
78129,'division nation utter nonsense',TIN
79448,bitch,TIN
45422,'fail realize even trump supporters decide use force protest like lunatic left like white sleeves antifa soy boy really want keep level rhetoric',TIN
21063,'give fricking break worse southern baptist pagan idolatrous',TIN
62103,'oh shit',TIN
25472,'fact still nominee disgusting',TIN
77786,'poor old rudy full shit christmas goose',TIN
18448,'grab em pussy problem',TIN
50919,'hey ladies watch saturday nights jesse keep good work right jon voight gods man bless heart standing president mean evil people mad dangerous want hope change america',TIN
83182,'liberals idiots',TIN
71079,'unfortunately gun control long game house always wins',TIN
61175,'stupid game playing going work kavanaugh confirmed confirmkavanaughnow maga trumpstrong americafirst draintheswamp voterepublican trumpstrong winning',UNT
84287,'climbs charts christian music wither fig tree false prophet',TIN
66988,'fanatical sycophant religious extremists fucking close getting another whitesupremacist evangelical supremecourt overturn roevwade suck rug pulled underneath feet maga fuckoff gilead kavanaugh',UNT
29152,'vote kavanaugh committed perjury dodgy financials thinks president law thinks contraceptives abortion inducing drugs extreme sc',TIN
11326,'sick white neo liberals speaking black people saying love hillary deluded like rep black lives matter appear woke enough keep railing bernie supporters know care b hillary lost trump',TIN
50050,'fuck bad leslie def added tho lmao im give ypu',TIN
37753,'lmaooo fucking love see hotties soon xox',TIN
17769,'let guess victim circumstances heaven forbid got shot robbing place moron liberals would screaming gun control kid control upbringing control self control',TIN
32399,'lost virginity process turned clown show protestors democrats paid unethical hate shows everyway trump denounced natzi group bad sides true democrats refuse denounce antifa democratic domestic terror',TIN
